James,Asser,James Asser,"Asser, James",Labour,West Ham and Beckton,james.asser.mp@parliament.uk,House of Commons,London,SW1A 0AA
Jas,Athwal,Jas Athwal,"Athwal, Jas",Labour,Ilford South,jas.athwal.mp@parliament.uk,House of Commons,London,SW1A 0AA
Victoria,Atkins,Victoria Atkins,"Atkins, Victoria",Conservative,Louth and Horncastle,,House of Commons,London,SW1A 0AA
Catherine,Atkinson,Catherine Atkinson,"Atkinson, Catherine",Labour,Derby North,catherine.atkinson.mp@parliament.uk,House of Commons,London,SW1A 0AA
Lewis,Atkinson,Lewis Atkinson,"Atkinson, Lewis",Labour,Sunderland Central,lewis.atkinson.mp@parliament.uk,House of Commons,London,SW1A 0AA
Josh,Babarinde,Josh Babarinde,"Babarinde, Josh",Liberal Democrat,Eastbourne,josh.babarinde.mp@parliament.uk,House of Commons,London,SW1A 0AA
Gareth,Bacon,Gareth Bacon,"Bacon, Gareth",Conservative,Orpington,gareth.bacon.mp@parliament.uk,House of Commons,London,SW1A 0AA
Kemi,Badenoch,Mrs Kemi Badenoch,"Badenoch, Mrs Kemi",Conservative,North West Essex,kemi.badenoch.mp@parliament.uk,House of Commons,London,SW1A 0AA
Calvin,Bailey,Calvin Bailey,"Bailey, Calvin",Labour,Leyton and Wanstead,calvin.bailey.mp@parliament.uk,House of Commons,London,SW1A 0AA
Olivia,Bailey,Olivia Bailey,"Bailey, Olivia",Labour,Reading West and Mid Berkshire,olivia.bailey.mp@parliament.uk,House of Commons,London,SW1A 0AA
David,Baines,David Baines,"Baines, David",Labour,St Helens North,david.baines.mp@parliament.uk,House of Commons,London,SW1A 0AA
Alex,Baker,Alex Baker,"Baker, Alex",Labour,Aldershot,alex.baker.mp@parliament.uk,House of Commons,London,SW1A 0AA
Richard,Baker,Richard Baker,"Baker, Richard",Labour,Glenrothes and Mid Fife,richard.baker.mp@parliament.uk,House of Commons,London,SW1A 0AA
Harriett,Baldwin,Dame Harriett Baldwin,"Baldwin, Dame Harriett",Conservative,West Worcestershire,harriett.baldwin.mp@parliament.uk,House of Commons,London,SW1A 0AA
Alex,Ballinger,Alex Ballinger,"Ballinger, Alex",Labour,Halesowen,alex.ballinger.mp@parliament.uk,House of Commons,London,SW1A 0AA
Antonia,Bance,Antonia Bance,"Bance, Antonia",Labour,Tipton and Wednesbury,antonia.bance.mp@parliament.uk,House of Commons,London,SW1A 0AA
Stephen,Barclay,Steve Barclay,"Barclay, Steve",Conservative,North East Cambridgeshire,stephen.barclay.mp@parliament.uk,House of Commons,London,SW1A 0AA
Paula,Barker,Paula Barker,"Barker, Paula",Labour,Liverpool Wavertree,paula.barker.mp@parliament.uk,House of Commons,London,SW1A 0AA
Lee,Barron,Lee Barron,"Barron, Lee",Labour,Corby and East Northamptonshire,lee.barron.mp@parliament.uk,House of Commons,London,SW1A 0AA
Alexandre,Barros-Curtis,Mr Alex Barros-Curtis,"Barros-Curtis, Mr Alex",Labour,Cardiff West,alex.barroscurtis.mp@parliament.uk,House of Commons,London,SW1A 0AA
Johanna,Baxter,Johanna Baxter,"Baxter, Johanna",Labour,Paisley and Renfrewshire South,johanna.baxter.mp@parliament.uk,House of Commons,London,SW1A 0AA
Danny,Beales,Danny Beales,"Beales, Danny",Labour,Uxbridge and South Ruislip,danny.beales.mp@parliament.uk,House of Commons,London,SW1A 0AA
Lorraine,Beavers,Mrs Lorraine Beavers,"Beavers, Mrs Lorraine",Labour,Blackpool North and Fleetwood,lorraine.beavers.mp@parliament.uk,House of Commons,London,SW1A 0AA
Peter,Bedford,Mr Peter Bedford,"Bedford, Mr Peter",Conservative,Mid Leicestershire,peter.bedford.mp@parliament.uk,House of Commons,London,SW1A 0AA
�rfhlaith,Begley,�rfhlaith Begley,"Begley, �rfhlaith",Sinn F�in,West Tyrone,,House of Commons,London,SW1A 0AA
Apsana,Begum,Apsana Begum,"Begum, Apsana",Labour,Poplar and Limehouse,apsana.begum.mp@parliament.uk,House of Commons,London,SW1A 0AA
Torsten,Bell,Torsten Bell,"Bell, Torsten",Labour,Swansea West,torsten.bell.mp@parliament.uk,House of Commons,London,SW1A 0AA
Hilary,Benn,Hilary Benn,"Benn, Hilary",Labour,Leeds South,bennh@parliament.uk,House of Commons,London,SW1A 0AA
Alison,Bennett,Alison Bennett,"Bennett, Alison",Liberal Democrat,Mid Sussex,alison.bennett.mp@parliament.uk,House of Commons,London,SW1A 0AA
Si�n,Berry,Si�n Berry,"Berry, Si�n",Green Party,Brighton Pavilion,sian.berry.mp@parliament.uk,House of Commons,London,SW1A 0AA
Clive,Betts,Mr Clive Betts,"Betts, Mr Clive",Labour,Sheffield South East,officeofclivebettsmp@parliament.uk,House of Commons,London,SW1A 0AA
Saqib,Bhatti,Saqib Bhatti,"Bhatti, Saqib",Conservative,Meriden and Solihull East,saqib.bhatti@parliament.uk,House of Commons,London,SW1A 0AA
Polly,Billington,Polly Billington,"Billington, Polly",Labour,East Thanet,polly.billington.mp@parliament.uk,House of Commons,London,SW1A 0AA
Matt,Bishop,Matt Bishop,"Bishop, Matt",Labour,Forest of Dean,matt.bishop.mp@parliament.uk,House of Commons,London,SW1A 0AA
Bob,Blackman,Bob Blackman,"Blackman, Bob",Conservative,Harrow East,bob.blackman.mp@parliament.uk,House of Commons,London,SW1A 0AA
Kirsty,Blackman,Kirsty Blackman,"Blackman, Kirsty",Scottish National Party,Aberdeen North,kirsty.blackman.mp@parliament.uk,House of Commons,London,SW1A 0AA
Olivia,Blake,Olivia Blake,"Blake, Olivia",Labour,Sheffield Hallam,olivia.blake.mp@parliament.uk,House of Commons,London,SW1A 0AA
Rachel,Blake,Rachel Blake,"Blake, Rachel",Labour,Cities of London and Westminster,rachel.blake.mp@parliament.uk,House of Commons,London,SW1A 0AA
Chris,Bloore,Mr Chris Bloore,"Bloore, Mr Chris",Labour,Redditch,chris.bloore.mp@parliament.uk,House of Commons,London,SW1A 0AA
Elsie,Blundell,Mrs Elsie Blundell,"Blundell, Mrs Elsie",Labour,Heywood and Middleton North,elsie.blundell.mp@parliament.uk,House of Commons,London,SW1A 0AA
Kevin,Bonavia,Kevin Bonavia,"Bonavia, Kevin",Labour,Stevenage,kevin.bonavia.mp@parliament.uk,House of Commons,London,SW1A 0AA
Sarah,Bool,Sarah Bool,"Bool, Sarah",Conservative,South Northamptonshire,sarah.bool.mp@parliament.uk,House of Commons,London,SW1A 0AA
Jade,Botterill,Jade Botterill,"Botterill, Jade",Labour,Ossett and Denby Dale,jade.botterill.mp@parliament.uk,House of Commons,London,SW1A 0AA
Andrew,Bowie,Andrew Bowie,"Bowie, Andrew",Conservative,West Aberdeenshire and Kincardine,andrew.bowie.mp@parliament.uk,House of Commons,London,SW1A 0AA
Sureena,Brackenridge,Sureena Brackenridge,"Brackenridge, Sureena",Labour,Wolverhampton North East,sureena.brackenridge.mp@parliament.uk,House of Commons,London,SW1A 0AA
Karen,Bradley,Dame Karen Bradley,"Bradley, Dame Karen",Conservative,Staffordshire Moorlands,karen.bradley.mp@parliament.uk,House of Commons,London,SW1A 0AA
Aphra,Brandreth,Aphra Brandreth,"Brandreth, Aphra",Conservative,Chester South and Eddisbury,aphra.brandreth.mp@parliament.uk,House of Commons,London,SW1A 0AA
Jonathan,Brash,Jonathan Brash,"Brash, Jonathan",Labour,Hartlepool,jonathan.brash.mp@parliament.uk,House of Commons,London,SW1A 0AA
Suella,Braverman,Suella Braverman,"Braverman, Suella",Conservative,Fareham and Waterlooville,suella.braverman.mp@parliament.uk,House of Commons,London,SW1A 0AA
Alex,Brewer,Alex Brewer,"Brewer, Alex",Liberal Democrat,North East Hampshire,alex.brewer.mp@parliament.uk,House of Commons,London,SW1A 0AA
Phil,Brickell,Mr Phil Brickell,"Brickell, Mr Phil",Labour,Bolton West,phil.brickell.mp@parliament.uk,House of Commons,London,SW1A 0AA
Jess,Brown-Fuller,Jess Brown-Fuller,"Brown-Fuller, Jess",Liberal Democrat,Chichester,jess.brownfuller.mp@parliament.uk,House of Commons,London,SW1A 0AA
Chris,Bryant,Sir Chris Bryant,"Bryant, Sir Chris",Labour,Rhondda and Ogmore,chris.bryant.mp@parliament.uk,House of Commons,London,SW1A 0AA
Julia,Buckley,Julia Buckley,"Buckley, Julia",Labour,Shrewsbury,julia.buckley.mp@parliament.uk,House of Commons,London,SW1A 0AA
Alex,Burghart,Alex Burghart,"Burghart, Alex",Conservative,Brentwood and Ongar,alex.burghart.mp@parliament.uk,House of Commons,London,SW1A 0AA
Richard,Burgon,Richard Burgon,"Burgon, Richard",Labour,Leeds East,,House of Commons,London,SW1A 0AA
Maureen,Burke,Maureen Burke,"Burke, Maureen",Labour,Glasgow North East,maureen.burke.mp@parliament.uk,House of Commons,London,SW1A 0AA
David,Burton-Sampson,David Burton-Sampson,"Burton-Sampson, David",Labour,Southend West and Leigh,david.burtonsampson.mp@parliament.uk,House of Commons,London,SW1A 0AA
Dawn,Butler,Dawn Butler,"Butler, Dawn",Labour,Brent East,dawn.butler.mp@parliament.uk,House of Commons,London,SW1A 0AA
Ian,Byrne,Ian Byrne,"Byrne, Ian",Labour,Liverpool West Derby,ian.byrne.mp@parliament.uk,House of Commons,London,SW1A 0AA
Liam,Byrne,Liam Byrne,"Byrne, Liam",Labour,Birmingham Hodge Hill and Solihull North,liam.byrne.mp@parliament.uk,House of Commons,London,SW1A 0AA
Ruth,Cadbury,Ruth Cadbury,"Cadbury, Ruth",Labour,Brentford and Isleworth,ruthcadburymp@parliament.uk,House of Commons,London,SW1A 0AA
Nesil,Caliskan,Nesil Caliskan,"Caliskan, Nesil",Labour,Barking,nesil.caliskan.mp@parliament.uk,House of Commons,London,SW1A 0AA
Irene,Campbell,Irene Campbell,"Campbell, Irene",Labour,North Ayrshire and Arran,irene.campbell.mp@parliament.uk,House of Commons,London,SW1A 0AA
Juliet,Campbell,Juliet Campbell,"Campbell, Juliet",Labour,Broxtowe,juliet.campbell.mp@parliament.uk,House of Commons,London,SW1A 0AA
Gregory,Campbell,Mr Gregory Campbell,"Campbell, Mr Gregory",Democratic Unionist Party,East Londonderry,dupcoleraine@parliament.uk,House of Commons,London,SW1A 0AA
Alan,Campbell,Sir Alan Campbell,"Campbell, Sir Alan",Labour,Tynemouth,alan.campbell.mp@parliament.uk,House of Commons,London,SW1A 0AA
Markus,Campbell-Savours,Markus Campbell-Savours,"Campbell-Savours, Markus",Labour,Penrith and Solway,markus.campbellsavours.mp@parliament.uk,House of Commons,London,SW1A 0AA
Charlotte,Cane,Charlotte Cane,"Cane, Charlotte",Liberal Democrat,Ely and East Cambridgeshire,charlotte.cane.mp@parliament.uk,House of Commons,London,SW1A 0AA
Dan,Carden,Dan Carden,"Carden, Dan",Labour,Liverpool Walton,dan.carden.mp@parliament.uk,House of Commons,London,SW1A 0AA
Sam,Carling,Sam Carling,"Carling, Sam",Labour,North West Cambridgeshire,sam.carling.mp@parliament.uk,House of Commons,London,SW1A 0AA
Alistair,Carmichael,Mr Alistair Carmichael,"Carmichael, Mr Alistair",Liberal Democrat,Orkney and Shetland,carmichaela@parliament.uk,House of Commons,London,SW1A 0AA
Al,Carns,Al Carns,"Carns, Al",Labour,Birmingham Selly Oak,al.carns.mp@parliament.uk,House of Commons,London,SW1A 0AA
James,Cartlidge,James Cartlidge,"Cartlidge, James",Conservative,South Suffolk,james.cartlidge.mp@parliament.uk,House of Commons,London,SW1A 0AA
David,Chadwick,David Chadwick,"Chadwick, David",Liberal Democrat,"Brecon, Radnor and Cwm Tawe",david.chadwick.mp@parliament.uk,House of Commons,London,SW1A 0AA
Wendy,Chamberlain,Wendy Chamberlain,"Chamberlain, Wendy",Liberal Democrat,North East Fife,wendy.chamberlain.mp@parliament.uk,House of Commons,London,SW1A 0AA
Danny,Chambers,Danny Chambers,"Chambers, Danny",Liberal Democrat,Winchester,danny.chambers.mp@parliament.uk,House of Commons,London,SW1A 0AA
Sarah,Champion,Sarah Champion,"Champion, Sarah",Labour,Rotherham,sarah.champion.mp@parliament.uk,House of Commons,London,SW1A 0AA
Bambos,Charalambous,Bambos Charalambous,"Charalambous, Bambos",Labour,Southgate and Wood Green,bambos.charalambous.mp@parliament.uk,House of Commons,London,SW1A 0AA
Luke,Charters,Luke Charters,"Charters, Luke",Labour,York Outer,luke.charters.mp@parliament.uk,House of Commons,London,SW1A 0AA
Christopher,Chope,Sir Christopher Chope,"Chope, Sir Christopher",Conservative,Christchurch,chopec@parliament.uk,House of Commons,London,SW1A 0AA
Ellie,Chowns,Ellie Chowns,"Chowns, Ellie",Green Party,North Herefordshire,ellie.chowns.mp@parliament.uk,House of Commons,London,SW1A 0AA
Feryal,Clark,Feryal Clark,"Clark, Feryal",Labour,Enfield North,feryal.clark.mp@parliament.uk,House of Commons,London,SW1A 0AA
James,Cleverly,Mr James Cleverly,"Cleverly, Mr James",Conservative,Braintree,james.cleverly.mp@parliament.uk,House of Commons,London,SW1A 0AA
Geoffrey,Clifton-Brown,Sir Geoffrey Clifton-Brown,"Clifton-Brown, Sir Geoffrey",Conservative,North Cotswolds,cliftonbrowng@parliament.uk,House of Commons,London,SW1A 0AA
Lewis,Cocking,Lewis Cocking,"Cocking, Lewis",Conservative,Broxbourne,lewis.cocking.mp@parliament.uk,House of Commons,London,SW1A 0AA
Chris,Coghlan,Chris Coghlan,"Coghlan, Chris",Liberal Democrat,Dorking and Horley,chris.coghlan.mp@parliament.uk,House of Commons,London,SW1A 0AA
Ben,Coleman,Ben Coleman,"Coleman, Ben",Labour,Chelsea and Fulham,ben.coleman.mp@parliament.uk,House of Commons,London,SW1A 0AA
Jacob,Collier,Jacob Collier,"Collier, Jacob",Labour,Burton and Uttoxeter,jacob.collier.mp@parliament.uk,House of Commons,London,SW1A 0AA
Lizzi,Collinge,Lizzi Collinge,"Collinge, Lizzi",Labour,Morecambe and Lunesdale,lizzi.collinge.mp@parliament.uk,House of Commons,London,SW1A 0AA
Tom,Collins,Tom Collins,"Collins, Tom",Labour,Worcester,tom.collins.mp@parliament.uk,House of Commons,London,SW1A 0AA
Victoria,Collins,Victoria Collins,"Collins, Victoria",Liberal Democrat,Harpenden and Berkhamsted,victoria.collins.mp@parliament.uk,House of Commons,London,SW1A 0AA
Liam,Conlon,Liam Conlon,"Conlon, Liam",Labour,Beckenham and Penge,liam.conlon.mp@parliament.uk,House of Commons,London,SW1A 0AA
Sarah,Coombes,Sarah Coombes,"Coombes, Sarah",Labour,West Bromwich,sarah.coombes.mp@parliament.uk,House of Commons,London,SW1A 0AA
Andrew,Cooper,Andrew Cooper,"Cooper, Andrew",Labour,Mid Cheshire,andrew.cooper.mp@parliament.uk,House of Commons,London,SW1A 0AA
Daisy,Cooper,Daisy Cooper,"Cooper, Daisy",Liberal Democrat,St Albans,daisy.cooper.mp@parliament.uk,House of Commons,London,SW1A 0AA
Beccy,Cooper,Dr Beccy Cooper,"Cooper, Dr Beccy",Labour,Worthing West,beccy.cooper.mp@parliament.uk,House of Commons,London,SW1A 0AA
John,Cooper,John Cooper,"Cooper, John",Conservative,Dumfries and Galloway,john.cooper.mp@parliament.uk,House of Commons,London,SW1A 0AA
Yvette,Cooper,Yvette Cooper,"Cooper, Yvette",Labour,"Pontefract, Castleford and Knottingley",coopery@parliament.uk,House of Commons,London,SW1A 0AA
Jeremy,Corbyn,Jeremy Corbyn,"Corbyn, Jeremy",Independent,Islington North,jeremy.corbyn.mp@parliament.uk,House of Commons,London,SW1A 0AA
Alberto,Costa,Alberto Costa,"Costa, Alberto",Conservative,South Leicestershire,alberto.costa.mp@parliament.uk,House of Commons,London,SW1A 0AA
Deirdre,Costigan,Deirdre Costigan,"Costigan, Deirdre",Labour,Ealing Southall,deirdre.costigan.mp@parliament.uk,House of Commons,London,SW1A 0AA
Claire,Coutinho,Claire Coutinho,"Coutinho, Claire",Conservative,East Surrey,claire.coutinho.mp@parliament.uk,House of Commons,London,SW1A 0AA
Pam,Cox,Pam Cox,"Cox, Pam",Labour,Colchester,pam.cox.mp@parliament.uk,House of Commons,London,SW1A 0AA
Geoffrey,Cox,Sir Geoffrey Cox,"Cox, Sir Geoffrey",Conservative,Torridge and Tavistock,coxg@parliament.uk,House of Commons,London,SW1A 0AA
Neil,Coyle,Neil Coyle,"Coyle, Neil",Labour,Bermondsey and Old Southwark,neil.coyle.mp@parliament.uk,House of Commons,London,SW1A 0AA
Jen,Craft,Jen Craft,"Craft, Jen",Labour,Thurrock,jen.craft.mp@parliament.uk,House of Commons,London,SW1A 0AA
Mary,Creagh,Mary Creagh,"Creagh, Mary",Labour,Coventry East,mary.creagh.mp@parliament.uk,House of Commons,London,SW1A 0AA
Stella,Creasy,Stella Creasy,"Creasy, Stella",Labour,Walthamstow,stella.creasy.mp@parliament.uk,House of Commons,London,SW1A 0AA
Torcuil,Crichton,Torcuil Crichton,"Crichton, Torcuil",Labour,Na h-Eileanan an Iar,torcuil.crichton.mp@parliament.uk,House of Commons,London,SW1A 0AA
Harriet,Cross,Harriet Cross,"Cross, Harriet",Conservative,Gordon and Buchan,harriet.cross.mp@parliament.uk,House of Commons,London,SW1A 0AA
Pat,Cullen,Pat Cullen,"Cullen, Pat",Sinn F�in,Fermanagh and South Tyrone,pat.cullen.mp@parliament.uk,House of Commons,London,SW1A 0AA
Judith,Cummins,Judith Cummins,"Cummins, Judith",Labour,Bradford South,judith.cummins.mp@parliament.uk,House of Commons,London,SW1A 0AA
Chris,Curtis,Chris Curtis,"Curtis, Chris",Labour,Milton Keynes North,chris.curtis.mp@parliament.uk,House of Commons,London,SW1A 0AA
Janet,Daby,Janet Daby,"Daby, Janet",Labour,Lewisham East,janet.daby.mp@parliament.uk,House of Commons,London,SW1A 0AA
Nicholas,Dakin,Nicholas Dakin,"Dakin, Nicholas",Labour,Scunthorpe,nic.dakin.mp@parliament.uk,House of Commons,London,SW1A 0AA
Ashley,Dalton,Ashley Dalton,"Dalton, Ashley",Labour,West Lancashire,ashley.dalton.mp@parliament.uk,House of Commons,London,SW1A 0AA
Adam,Dance,Adam Dance,"Dance, Adam",Liberal Democrat,Yeovil,adam.dance.mp@parliament.uk,House of Commons,London,SW1A 0AA
Steve,Darling,Steve Darling,"Darling, Steve",Liberal Democrat,Torbay,steve.darling.mp@parliament.uk,House of Commons,London,SW1A 0AA
Emily,Darlington,Emily Darlington,"Darlington, Emily",Labour,Milton Keynes Central,emily.darlington.mp@parliament.uk,House of Commons,London,SW1A 0AA
Edward,Davey,Ed Davey,"Davey, Ed",Liberal Democrat,Kingston and Surbiton,edward.davey.mp@parliament.uk,House of Commons,London,SW1A 0AA
Gareth,Davies,Gareth Davies,"Davies, Gareth",Conservative,Grantham and Bourne,gareth.davies.mp@parliament.uk,House of Commons,London,SW1A 0AA
Jonathan,Davies,Jonathan Davies,"Davies, Jonathan",Labour,Mid Derbyshire,jonathan.davies.mp@parliament.uk,House of Commons,London,SW1A 0AA
Mims,Davies,Mims Davies,"Davies, Mims",Conservative,East Grinstead and Uckfield,mims.davies.mp@parliament.uk,House of Commons,London,SW1A 0AA
Ann,Davies,Ms Ann Davies,"Davies, Ms Ann",Plaid Cymru,Caerfyrddin,ann.davies.mp@parliament.uk,House of Commons,London,SW1A 0AA
Paul,Davies,Paul Davies,"Davies, Paul",Labour,Colne Valley,paul.davies.mp@parliament.uk,House of Commons,London,SW1A 0AA
Shaun,Davies,Shaun Davies,"Davies, Shaun",Labour,Telford,shaun.davies.mp@parliament.uk,House of Commons,London,SW1A 0AA
Alex,Davies-Jones,Alex Davies-Jones,"Davies-Jones, Alex",Labour,Pontypridd,alex.daviesjones.mp@parliament.uk,House of Commons,London,SW1A 0AA
David,Davis,Sir David Davis,"Davis, Sir David",Conservative,Goole and Pocklington,david.davis.mp@parliament.uk,House of Commons,London,SW1A 0AA
Marsha,De Cordova,Marsha De Cordova,"De Cordova, Marsha",Labour,Battersea,marsha.decordova.mp@parliament.uk,House of Commons,London,SW1A 0AA
Bobby,Dean,Bobby Dean,"Dean, Bobby",Liberal Democrat,Carshalton and Wallington,bobby.dean.mp@parliament.uk,House of Commons,London,SW1A 0AA
Josh,Dean,Josh Dean,"Dean, Josh",Labour,Hertford and Stortford,josh.dean.mp@parliament.uk,House of Commons,London,SW1A 0AA
Kate,Dearden,Kate Dearden,"Dearden, Kate",Labour,Halifax,kate.dearden.mp@parliament.uk,House of Commons,London,SW1A 0AA
Carla,Denyer,Carla Denyer,"Denyer, Carla",Green Party,Bristol Central,carla.denyer.mp@parliament.uk,House of Commons,London,SW1A 0AA
Charlie,Dewhirst,Charlie Dewhirst,"Dewhirst, Charlie",Conservative,Bridlington and The Wolds,charlie.dewhirst.mp@parliament.uk,House of Commons,London,SW1A 0AA
Tanmanjeet,Dhesi,Mr Tanmanjeet Singh Dhesi,"Dhesi, Mr Tanmanjeet Singh",Labour,Slough,tan.dhesi.mp@parliament.uk,House of Commons,London,SW1A 0AA
Jim,Dickson,Jim Dickson,"Dickson, Jim",Labour,Dartford,jim.dickson.mp@parliament.uk,House of Commons,London,SW1A 0AA
Lee,Dillon,Mr Lee Dillon,"Dillon, Mr Lee",Liberal Democrat,Newbury,lee.dillon.mp@parliament.uk,House of Commons,London,SW1A 0AA
Caroline,Dinenage,Dame Caroline Dinenage,"Dinenage, Dame Caroline",Conservative,Gosport,caroline.dinenage.mp@parliament.uk,House of Commons,London,SW1A 0AA
Anna,Dixon,Anna Dixon,"Dixon, Anna",Labour,Shipley,anna.dixon.mp@parliament.uk,House of Commons,London,SW1A 0AA
Samantha,Dixon,Samantha Dixon,"Dixon, Samantha",Labour,Chester North and Neston,Samantha.dixon.mp@parliament.uk,House of Commons,London,SW1A 0AA
Anneliese,Dodds,Anneliese Dodds,"Dodds, Anneliese",Labour,Oxford East,anneliese.dodds.mp@parliament.uk,House of Commons,London,SW1A 0AA
Helena,Dollimore,Helena Dollimore,"Dollimore, Helena",Labour,Hastings and Rye,helena.dollimore.mp@parliament.uk,House of Commons,London,SW1A 0AA
Dave,Doogan,Dave Doogan,"Doogan, Dave",Scottish National Party,Angus and Perthshire Glens,dave.doogan.mp@parliament.uk,House of Commons,London,SW1A 0AA
Stephen,Doughty,Stephen Doughty,"Doughty, Stephen",Labour,Cardiff South and Penarth,stephen.doughty.mp@parliament.uk,House of Commons,London,SW1A 0AA
Peter,Dowd,Peter Dowd,"Dowd, Peter",Labour,Bootle,peter.dowd.mp@parliament.uk,House of Commons,London,SW1A 0AA
Oliver,Dowden,Sir Oliver Dowden,"Dowden, Sir Oliver",Conservative,Hertsmere,oliver.dowden.mp@parliament.uk,House of Commons,London,SW1A 0AA
Graeme,Downie,Graeme Downie,"Downie, Graeme",Labour,Dunfermline and Dollar,graeme.downie.mp@parliament.uk,House of Commons,London,SW1A 0AA
Rosie,Duffield,Rosie Duffield,"Duffield, Rosie",Labour,Canterbury,rosie.duffield.mp@parliament.uk,House of Commons,London,SW1A 0AA
Iain,Duncan Smith,Sir Iain Duncan Smith,"Duncan Smith, Sir Iain",Conservative,Chingford and Woodford Green,Iain.duncansmith.mp@parliament.uk,House of Commons,London,SW1A 0AA
Neil,Duncan-Jordan,Neil Duncan-Jordan,"Duncan-Jordan, Neil",Labour,Poole,neil.duncanjordan.mp@parliament.uk,House of Commons,London,SW1A 0AA
Sarah,Dyke,Sarah Dyke,"Dyke, Sarah",Liberal Democrat,Glastonbury and Somerton,sarah.dyke.mp@parliament.uk,House of Commons,London,SW1A 0AA
Angela,Eagle,Dame Angela Eagle,"Eagle, Dame Angela",Labour,Wallasey,eaglea@parliament.uk,House of Commons,London,SW1A 0AA
